age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
22.0, Private,185426.84, HS-grad,9.0, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,35.0, United-States, <=50K
40.0, Private,180676.02, HS-grad,10.0, Never-married, Prof-specialty, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
31.0, Private,177734.89, HS-grad,10.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
37.29662, Private,182233.36, HS-grad,10.0, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
33.0, Private,183591.34, HS-grad,9.0, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
42.0, Private,180373.86, HS-grad,10.0, Never-married, Prof-specialty, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
34.0, Private,186766.81, HS-grad,9.0, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
53.0, Private,181613.55, HS-grad,11.0, Never-married, Prof-specialty, Husband, White, Male,0.0,0.0,50.0, United-States, <=50K
35.0, Private,176944.19, HS-grad,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
38.0, Private,177039.81, HS-grad,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
24.0, Private,184532.47, HS-grad,9.0, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,36.0, United-States, <=50K
34.0, Private,187651.75, HS-grad,9.0, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
35.0, Private,182647.47, HS-grad,9.0, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
52.0, Private,174609.55, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,48.0, United-States, <=50K
41.0, Private,175789.11, HS-grad,10.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
44.0, Private,175851.84, HS-grad,10.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
41.0, Private,181089.7, HS-grad,10.0, Never-married, Prof-specialty, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
44.0, Private,175879.67, HS-grad,10.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,42.0, United-States, <=50K
46.0, Private,174372.42, HS-grad,10.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
43.0, Private,176314.9, HS-grad,10.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
34.0, Private,183193.44, HS-grad,9.0, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
33.0, Private,183609.56, HS-grad,9.0, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
28.095798, Private,181275.45, HS-grad,9.0, Never-married, Craft-repair, Own-child, White, Male,0.0,0.0,40.0, United-States, <=50K
47.218105, Private,175279.5, HS-grad,11.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,44.0, United-States, <=50K
30.0, Private,179734.94, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
34.0, Private,188435.69, HS-grad,9.0, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
34.0, Private,177317.31, HS-grad,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
52.0, Private,175262.05, HS-grad,12.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,46.0, United-States, <=50K
38.0, Private,180700.98, HS-grad,10.0, Never-married, Prof-specialty, Husband, White, Male,0.0,0.0,45.0, United-States, <=50K
44.0, Private,174956.08, HS-grad,10.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
25.0, Private,182681.56, HS-grad,9.0, Never-married, Adm-clerical, Own-child, White, Male,0.0,0.0,40.0, United-States, <=50K
32.0, Private,179782.06, HS-grad,9.0, Never-married, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
39.0, Private,181494.36, HS-grad,10.0, Never-married, Prof-specialty, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
34.0, Private,176915.17, HS-grad,10.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
31.0, Private,183650.03, HS-grad,9.0, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
38.0, Private,179748.67, HS-grad,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
45.0, Private,177068.47, HS-grad,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
35.0, Private,177121.12, HS-grad,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
35.0, Private,184113.0, HS-grad,9.0, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
40.0, Private,176641.69, HS-grad,10.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
46.0, Private,176828.12, HS-grad,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
39.0, Private,181871.98, HS-grad,10.0, Never-married, Prof-specialty, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
36.0, Private,181792.2, HS-grad,9.0, Never-married, Prof-specialty, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
38.0, Private,176746.73, HS-grad,10.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
40.0, Private,175647.25, HS-grad,10.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
46.0, Private,176702.08, HS-grad,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
52.0, Private,174504.75, HS-grad,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,48.0, United-States, <=50K
23.0, Private,183722.11, HS-grad,9.0, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,35.0, United-States, <=50K
43.0, Private,178562.34, HS-grad,10.0, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
46.0, Private,174972.02, HS-grad,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
34.0, Private,181834.7, HS-grad,9.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
61.0, Private,190799.75, HS-grad,10.0, Never-married, Prof-specialty, Own-child, White, Male,0.0,0.0,45.0, United-States, <=50K
52.0, Private,175622.45, HS-grad,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,48.0, United-States, <=50K
25.0, Private,183344.64, HS-grad,9.0, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,40.0, United-States, <=50K
34.0, Private,179373.42, HS-grad,10.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,44.0, United-States, <=50K
33.0, Private,183738.3, HS-grad,9.0, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
24.0, Private,183794.1, HS-grad,9.0, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,38.0, United-States, <=50K
32.0, Private,183853.4, HS-grad,9.0, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
33.0, Private,180295.28, HS-grad,9.0, Never-married, Craft-repair, Own-child, White, Male,0.0,0.0,40.0, United-States, <=50K
46.0, Private,176958.4, HS-grad,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,50.0, United-States, <=50K
26.0, Private,180663.02, HS-grad,9.0, Never-married, Craft-repair, Own-child, White, Male,0.0,0.0,40.0, United-States, <=50K
40.0, Private,176198.77, HS-grad,10.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
38.0, Private,179556.53, HS-grad,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
36.0, Private,176015.08, HS-grad,10.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
41.0, Private,181086.84, HS-grad,10.0, Never-married, Prof-specialty, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
62.0, Private,193766.58, Bachelors,9.0, Divorced, Craft-repair, Wife, White, Male,0.0,0.0,40.0, United-States, <=50K
46.0, Private,176703.47, HS-grad,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
40.60856, Private,180958.66, HS-grad,10.0, Never-married, Prof-specialty, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
63.0, Private,192998.97, HS-grad,10.0, Never-married, Exec-managerial, Own-child, White, Male,0.0,0.0,40.0, United-States, <=50K
19.0, Private,187759.62, Bachelors,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
28.0, Private,186305.52, HS-grad,9.0, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,40.0, United-States, <=50K
40.0, Private,176726.62, HS-grad,10.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
42.0, Private,178623.28, HS-grad,10.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
50.0, Private,174729.36, HS-grad,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,50.0, United-States, <=50K
48.0, Private,175166.83, HS-grad,11.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,44.0, United-States, <=50K
32.0, Private,183728.11, HS-grad,9.0, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
66.0, Private,188051.83, Bachelors,11.0, Never-married, Exec-managerial, Own-child, White, Male,0.0,0.0,48.0, United-States, <=50K
24.0, Private,182824.34, HS-grad,9.0, Never-married, Adm-clerical, Own-child, White, Male,0.0,0.0,40.0, United-States, <=50K
30.0, Private,178651.89, HS-grad,10.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
79.24339, Private,189504.77, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,60.0, United-States, >50K
47.0, Private,177373.1, HS-grad,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
50.0, Private,176799.58, HS-grad,11.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,45.0, United-States, <=50K
34.0, Private,185475.84, HS-grad,9.0, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
44.0, Private,178378.34, HS-grad,10.0, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
28.225847, Private,185067.3, HS-grad,9.0, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
32.0, Private,183300.7, HS-grad,9.0, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
62.0, Private,186602.61, HS-grad,11.0, Never-married, Prof-specialty, Own-child, White, Male,0.0,0.0,48.0, United-States, <=50K
29.0, Private,180146.27, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
43.0, Private,179572.28, HS-grad,10.0, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
27.0, Private,185000.28, HS-grad,9.0, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,40.0, United-States, <=50K
33.0, Private,184563.05, HS-grad,9.0, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
51.0, Private,174717.77, Bachelors,12.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,47.19356, United-States, <=50K
50.0, Private,174205.6, HS-grad,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,50.0, United-States, <=50K
47.0, Private,176197.16, HS-grad,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
41.0, Private,178476.45, HS-grad,10.0, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
28.0, Private,182799.23, HS-grad,9.0, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,40.0, United-States, <=50K
35.0, Private,179545.72, HS-grad,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
37.0, Private,176644.75, HS-grad,10.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
38.0, Private,176071.75, HS-grad,10.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
24.0, Private,183066.31, HS-grad,9.0, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,40.0, United-States, <=50K
35.0, Private,177097.86, HS-grad,10.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
62.0, Private,181173.39, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
34.0, Private,178935.69, HS-grad,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
39.0, Private,180187.95, HS-grad,10.0, Never-married, Prof-specialty, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
58.0, Private,184228.92, Bachelors,10.0, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, United-States, >50K
40.0, Private,181816.31, HS-grad,10.0, Never-married, Prof-specialty, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
36.0, Private,182359.12, HS-grad,9.0, Never-married, Adm-clerical, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
46.0, Private,177248.94, HS-grad,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
71.0, Private,196128.08, Bachelors,11.0, Divorced, Exec-managerial, Wife, White, Male,0.0,0.0,45.0, United-States, <=50K
27.0, Private,188320.0, HS-grad,9.0, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,40.0, United-States, <=50K
25.0, Private,183379.14, HS-grad,9.0, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,40.0, United-States, <=50K
27.0, Private,181542.3, HS-grad,9.0, Never-married, Craft-repair, Own-child, White, Male,0.0,0.0,40.0, United-States, <=50K
32.0, Private,180280.67, HS-grad,9.0, Never-married, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
43.0, Private,176200.61, HS-grad,10.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
52.0, Private,175185.16, HS-grad,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,48.0, United-States, <=50K
45.0, Private,177185.5, HS-grad,10.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
41.0, Private,176095.28, HS-grad,10.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
46.0, Private,175958.53, HS-grad,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
48.0, Private,176488.38, HS-grad,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,50.0, United-States, <=50K
56.0, Private,183681.28, HS-grad,11.0, Never-married, Prof-specialty, Husband, White, Male,0.0,0.0,50.0, United-States, <=50K
34.0, Private,184785.17, HS-grad,9.0, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
35.0, Private,184141.39, HS-grad,9.0, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
39.0, Private,180901.52, HS-grad,10.0, Never-married, Prof-specialty, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
42.0, Private,175668.08, HS-grad,10.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
27.0, Private,182425.23, HS-grad,9.0, Never-married, Adm-clerical, Own-child, White, Male,0.0,0.0,40.0, United-States, <=50K
45.0, Private,177336.11, HS-grad,10.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
31.0, Private,178568.81, HS-grad,10.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
40.0, Private,179719.73, Bachelors,10.0, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0.0,0.0,40.0, United-States, >50K
39.0, Private,179079.02, HS-grad,10.0, Never-married, Prof-specialty, Husband, White, Male,0.0,0.0,46.0, United-States, <=50K
42.0, Private,179957.23, HS-grad,10.0, Never-married, Prof-specialty, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
33.0, Private,180211.58, HS-grad,9.0, Never-married, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
58.0, Private,188583.1, Bachelors,9.0, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0.0,0.0,37.0, United-States, <=50K
51.0, Private,175921.11, HS-grad,12.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,45.0, United-States, <=50K
47.0, Private,176163.95, HS-grad,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
39.0, Private,177880.73, HS-grad,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
36.0, Private,181243.78, HS-grad,9.0, Never-married, Prof-specialty, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
38.0, Private,181208.3, HS-grad,10.0, Never-married, Prof-specialty, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
85.51226, Private,191045.33, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,50.0, United-States, >50K
35.0, Private,177572.75, HS-grad,10.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
44.0, Private,174885.2, HS-grad,10.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
29.0, Private,183984.52, HS-grad,9.0, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
64.0, Private,190990.98, Bachelors,9.0, Married-civ-spouse, Craft-repair, Wife, White, Male,0.0,0.0,40.0, United-States, <=50K
25.0, Private,182576.48, HS-grad,9.0, Never-married, Adm-clerical, Own-child, White, Male,0.0,0.0,40.0, United-States, <=50K
36.0, Private,184417.22, Bachelors,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,38.0, United-States, >50K
45.0, Private,175854.75, HS-grad,10.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
39.0, Private,176019.28, HS-grad,10.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
33.0, Private,181012.38, HS-grad,9.0, Never-married, Craft-repair, Own-child, White, Male,0.0,0.0,40.0, United-States, <=50K
42.0, Private,176179.75, HS-grad,10.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
47.0, Private,176821.19, HS-grad,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
43.0, Private,178631.8, HS-grad,10.0, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
25.0, Private,186053.78, HS-grad,9.0, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,38.669106, United-States, <=50K
24.0, Private,185355.12, HS-grad,9.0, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,37.01022, United-States, <=50K
40.0, Private,180322.05, HS-grad,10.0, Never-married, Prof-specialty, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
42.0, Private,179909.83, HS-grad,10.0, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
51.0, Private,175956.94, HS-grad,12.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,45.0, United-States, <=50K
42.0, Private,178151.89, HS-grad,10.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
50.0, Private,175930.7, HS-grad,12.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,45.0, United-States, <=50K
45.0, Private,174367.98, HS-grad,10.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,44.0, United-States, <=50K
32.0, Private,184467.06, HS-grad,9.0, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
22.0, Private,186260.81, HS-grad,9.0, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,35.0, United-States, <=50K
35.0, Private,178804.1, HS-grad,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
30.0, Private,180893.34, HS-grad,9.0, Never-married, Craft-repair, Own-child, White, Male,0.0,0.0,40.0, United-States, <=50K
43.0, Private,179415.33, HS-grad,10.0, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
68.0, Private,191392.66, Bachelors,9.0, Widowed, Craft-repair, Wife, White, Male,0.0,0.0,40.0, United-States, <=50K
38.0, Private,179411.19, HS-grad,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
35.0, Private,183131.36, HS-grad,9.0, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
33.0, Private,180880.81, HS-grad,9.0, Never-married, Craft-repair, Own-child, White, Male,0.0,0.0,40.0, United-States, <=50K
33.0, Private,178706.86, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
28.0, Private,187616.72, HS-grad,9.0, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
35.0, Private,182554.86, HS-grad,9.0, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
38.0, Private,182363.55, HS-grad,10.0, Never-married, Prof-specialty, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
23.0, Private,179405.25, Bachelors,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,38.0, United-States, >50K
36.0, Private,178535.73, HS-grad,10.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,45.0, United-States, <=50K
79.15438, Private,189489.62, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,60.0, United-States, >50K
43.0, Private,177286.8, HS-grad,10.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
34.0, Private,184845.66, HS-grad,9.0, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
41.0, Private,178647.12, HS-grad,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
36.0, Private,183191.58, HS-grad,10.0, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
34.0, Private,182710.88, HS-grad,9.0, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
64.0, Private,184995.62, HS-grad,13.0, Never-married, Prof-specialty, Husband, White, Male,0.0,0.0,50.0, United-States, <=50K
34.0, Private,183323.14, HS-grad,9.0, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
47.0, Private,175104.0, HS-grad,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,42.0, United-States, <=50K
40.0, Private,176085.69, HS-grad,10.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,46.0, United-States, <=50K
32.0, Private,187432.69, HS-grad,9.0, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
24.0, Private,184854.78, HS-grad,9.0, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,38.0, United-States, <=50K
33.0, Private,182236.6, HS-grad,9.0, Never-married, Adm-clerical, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
28.0, Private,184418.9, HS-grad,9.0, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
28.0, Private,181546.56, HS-grad,9.0, Never-married, Craft-repair, Own-child, White, Male,0.0,0.0,40.0, United-States, <=50K
33.0, Private,184791.5, HS-grad,9.0, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
32.0, Private,186848.02, HS-grad,9.0, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
47.0, Private,176716.77, HS-grad,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
26.0, Private,181475.89, HS-grad,9.0, Never-married, Craft-repair, Own-child, White, Male,0.0,0.0,40.0, United-States, <=50K
24.0, Private,183739.56, HS-grad,9.0, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,38.0, United-States, <=50K
50.0, Private,175537.1, HS-grad,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,50.0, United-States, <=50K
39.0, Private,180680.58, HS-grad,10.0, Never-married, Prof-specialty, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
38.0, Private,179487.55, HS-grad,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
31.0, Private,180858.95, HS-grad,9.0, Never-married, Craft-repair, Own-child, White, Male,0.0,0.0,40.0, United-States, <=50K
38.0, Private,181750.6, HS-grad,10.0, Never-married, Prof-specialty, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
23.0, Private,183607.9, HS-grad,9.0, Never-married, Adm-clerical, Own-child, White, Male,0.0,0.0,38.0, United-States, <=50K
29.0, Private,181734.56, HS-grad,9.0, Never-married, Craft-repair, Own-child, White, Male,0.0,0.0,40.0, United-States, <=50K
49.0, Private,174760.14, HS-grad,11.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,45.0, United-States, <=50K
76.45625, Private,191148.45, Bachelors,11.563779, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,45.0, United-States, >50K
31.0, Private,185472.98, HS-grad,9.0, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
